ABBR,Sentence_A,Sentence_B,Sentence_C,target,Primary_Expression,Alternative_Expression
AML,The clinical course of ET is characterized by an increased incidence of thrombotic and hemorrhagic complications and an inherent tendency to progress into myelofibrosis or acute myeloid leukemia therefore.,The clinical course of ET is characterized by an increased incidence of thrombotic and hemorrhagic complications and an inherent tendency to progress into myelofibrosis or AML therefore.,The clinical course of ET is characterized by an increased incidence of thrombotic and hemorrhagic complications and an inherent tendency to progress into myelofibrosis or renal angiomyolipoma therefore.,therefore,,
AML,"Fortunately, the occurrence of acute myeloid leukemia during pregnancy is rare.","Fortunately, the occurrence of AML during pregnancy is rare.","Fortunately, the occurrence of renal angiomyolipoma during pregnancy is rare.",during,,
AML,PURPOSE: Recent data suggest that tryptase is produced by blast cells in a group of patients with acute myeloid leukemia and.,PURPOSE: Recent data suggest that tryptase is produced by blast cells in a group of patients with AML and.,PURPOSE: Recent data suggest that tryptase is produced by blast cells in a group of patients with renal angiomyolipoma and.,and,,
AML,"PURPOSE: In CD34-positive acute myeloid leukemia, the leukemia-initiating event originates from the CD34(+)CD38(-) stem cell compartment.","PURPOSE: In CD34-positive AML, the leukemia-initiating event originates from the CD34(+)CD38(-) stem cell compartment.","PURPOSE: In CD34-positive renal angiomyolipoma, the leukemia-initiating event originates from the CD34(+)CD38(-) stem cell compartment.",the,,
ANA,Seventy-two patients (60.0%) had ACA alone and 48 patients (40%) had ACA mixed with other disease marker Antinuclear antibodies therefore.,Seventy-two patients (60.0%) had ACA alone and 48 patients (40%) had ACA mixed with other disease marker ANA therefore.,Seventy-two patients (60.0%) had ACA alone and 48 patients (40%) had ACA mixed with other disease marker American Nurses Association therefore.,therefore,,
ANA,"Antinuclear antibodies were detected by an immunofluorescence method, anti-dsDNA and anti-cardiolipin (aCL) antibodies by ELISA, antinucleosome and anti-extractible nuclear antigens (or anti-ENA: anti-Sm, anti-RNP, anti-SSA and anti-SSB) by immunodot.","ANA were detected by an immunofluorescence method, anti-dsDNA and anti-cardiolipin (aCL) antibodies by ELISA, antinucleosome and anti-extractible nuclear antigens (or anti-ENA: anti-Sm, anti-RNP, anti-SSA and anti-SSB) by immunodot.","American Nurses Association were detected by an immunofluorescence method, anti-dsDNA and anti-cardiolipin (aCL) antibodies by ELISA, antinucleosome and anti-extractible nuclear antigens (or anti-ENA: anti-Sm, anti-RNP, anti-SSA and anti-SSB) by immunodot.",were,,
ANA,"Anticardiolipin IgM and IgG antibodies, Antinuclear antibodies, and IL-1beta were investigated in all patients.","Anticardiolipin IgM and IgG antibodies, ANA, and IL-1beta were investigated in all patients.","Anticardiolipin IgM and IgG antibodies, American Nurses Association, and IL-1beta were investigated in all patients.",IL,,
ANA,"Antinuclear antibodies were detected in 18% of EM-sera, as compared with healthy-women (0%, P = 0.014) and SLE-patients (93%, P = 0.0005).","ANA were detected in 18% of EM-sera, as compared with healthy-women (0%, P = 0.014) and SLE-patients (93%, P = 0.0005).","American Nurses Association were detected in 18% of EM-sera, as compared with healthy-women (0%, P = 0.014) and SLE-patients (93%, P = 0.0005).",were,,
ANA,"Of 77 total specimens, 14 met the following criteria for lupus-like glomerulonephritis: (1) immunofluorescence microscopy showed granular glomerular staining for IgG, IgA, IgM, C3 and C1q, with > or=1+ (0 to 4+ scale) staining for C1q; and (2) the patient's serum was negative for Antinuclear antibodies, or weakly positive (titer ANA and negative for antidouble-stranded DNA.","Of 77 total specimens, 14 met the following criteria for lupus-like glomerulonephritis: (1) immunofluorescence microscopy showed granular glomerular staining for IgG, IgA, IgM, C3 and C1q, with > or=1+ (0 to 4+ scale) staining for C1q; and (2) the patient's serum was negative for ANA, or weakly positive (titer ANA and negative for antidouble-stranded DNA.","Of 77 total specimens, 14 met the following criteria for lupus-like glomerulonephritis: (1) immunofluorescence microscopy showed granular glomerular staining for IgG, IgA, IgM, C3 and C1q, with > or=1+ (0 to 4+ scale) staining for C1q; and (2) the patient's serum was negative for American Nurses Association, or weakly positive (titer ANA and negative for antidouble-stranded DNA.",weakly,,
ANCA,The pathogenesis of different types of systemic vasculitis positive for antineutrophil cytoplasmic antibodies remains incompletely understood.,The pathogenesis of different types of systemic vasculitis positive for ANCA remains incompletely understood.,The pathogenesis of different types of systemic vasculitis positive for Antineutrophil cytoplasmic autoantibodies remains incompletely understood.,remains,,
ANCA,OBJECTIVES: To study the prevalence of smoking at onset of symptoms in patients with small vessel vasculitis associated with antineutrophil cytoplasmic antibodies and.,OBJECTIVES: To study the prevalence of smoking at onset of symptoms in patients with small vessel vasculitis associated with ANCA and.,OBJECTIVES: To study the prevalence of smoking at onset of symptoms in patients with small vessel vasculitis associated with Antineutrophil cytoplasmic autoantibodies and.,and,,
ANCA,"Patients who seroconverted obtained complete remission and did not relapse.Thus, HBV-PAN, a typical form of classic PAN, can be characterized as follows: when renal involvement is present, so is renal vasculitis; glomerulonephritis due to vasculitis is never found; antineutrophil cytoplasmic antibodies are not detected; relapses are rare, and never occur once viral replication has stopped and seroconversion has been obtained.","Patients who seroconverted obtained complete remission and did not relapse.Thus, HBV-PAN, a typical form of classic PAN, can be characterized as follows: when renal involvement is present, so is renal vasculitis; glomerulonephritis due to vasculitis is never found; ANCA are not detected; relapses are rare, and never occur once viral replication has stopped and seroconversion has been obtained.","Patients who seroconverted obtained complete remission and did not relapse.Thus, HBV-PAN, a typical form of classic PAN, can be characterized as follows: when renal involvement is present, so is renal vasculitis; glomerulonephritis due to vasculitis is never found; Antineutrophil cytoplasmic autoantibodies are not detected; relapses are rare, and never occur once viral replication has stopped and seroconversion has been obtained.",are,,
ANCA,antineutrophil cytoplasmic antibodies in Chinese patients with anti-GBM crescentic glomerulonephritis.,ANCA in Chinese patients with anti-GBM crescentic glomerulonephritis.,Antineutrophil cytoplasmic autoantibodies in Chinese patients with anti-GBM crescentic glomerulonephritis.,in,,
