abbr,sentence_a,sentence_b,sentence_c
ADD,"We examined the possible contribution of 7R to the overall expression of SAD, Attention Deficit Disorder  comorbidity, and body weight regulation.","We examined the possible contribution of 7R to the overall expression of SAD, Attention Deficit Disorder ( ADD ) comorbidity, and body weight regulation.","We examined the possible contribution of 7R to the overall expression of SAD, Attention Deficit Disorder ( ADD ) comorbidity, and body weight regulation."
ADD,"OBJECTIVE: Medications such as clonidine have been shown to facilitate calming, to enhance frustration tolerance, and to reduce aggression in Attention Deficit Disorder  patients.","OBJECTIVE: Medications such as clonidine have been shown to facilitate calming, to enhance frustration tolerance, and to reduce aggression in Attention Deficit Disorder ( ADD ) patients.","OBJECTIVE: Medications such as clonidine have been shown to facilitate calming, to enhance frustration tolerance, and to reduce aggression in Attention Deficit Disorder ( ADD ) patients."
ADD,The man had been previously diagnosed with Attention Deficit Disorder  and sought help for disorganization and difficulties in romantic relationships.,The man had been previously diagnosed with Attention Deficit Disorder ( ADD ) and sought help for disorganization and difficulties in romantic relationships.,The man had been previously diagnosed with Attention Deficit Disorder ( ADD ) and sought help for disorganization and difficulties in romantic relationships.
ADD,"Because these agents normally were viewed as arousing in their effects on the central nervous system, but were calming in their therapeutic effects on these children, stimulant effects on Attention Deficit Disorder  were interpreted as being 'paradoxical.'","Because these agents normally were viewed as arousing in their effects on the central nervous system, but were calming in their therapeutic effects on these children, stimulant effects on Attention Deficit Disorder ( ADD ) were interpreted as being 'paradoxical.'","Because these agents normally were viewed as arousing in their effects on the central nervous system, but were calming in their therapeutic effects on these children, stimulant effects on Attention Deficit Disorder ( ADD ) were interpreted as being 'paradoxical.'"
ADHD,"The CDC was administered to the primary caretakers of three groups of children: 31 with documented abuse histories, 30 with Attention Deficit Hyperactivity Disorder , 33 with no abuse or psychiatric record.","The CDC was administered to the primary caretakers of three groups of children: 31 with documented abuse histories, 30 with Attention Deficit Hyperactivity Disorder ( ADHD ), 33 with no abuse or psychiatric record.","The CDC was administered to the primary caretakers of three groups of children: 31 with documented abuse histories, 30 with Attention Deficit Hyperactivity Disorder ( ADHD ), 33 with no abuse or psychiatric record."
ADHD,Methylphenidate (Ritalin) is the drug of choice for the treatment of Attention Deficit Hyperactivity Disorder .,Methylphenidate (Ritalin) is the drug of choice for the treatment of Attention Deficit Hyperactivity Disorder ( ADHD ).,Methylphenidate (Ritalin) is the drug of choice for the treatment of Attention Deficit Hyperactivity Disorder ( ADHD ).
ADHD,BACKGROUND: Attention Deficit Hyperactivity Disorder  is a prevalent and highly heritable childhood disorder.,BACKGROUND: Attention Deficit Hyperactivity Disorder ( ADHD ) is a prevalent and highly heritable childhood disorder.,BACKGROUND: Attention Deficit Hyperactivity Disorder ( ADHD ) is a prevalent and highly heritable childhood disorder.
ADHD,OBJECTIVE: Attention Deficit Hyperactivity Disorder  is a costly public health problem.,OBJECTIVE: Attention Deficit Hyperactivity Disorder ( ADHD ) is a costly public health problem.,OBJECTIVE: Attention Deficit Hyperactivity Disorder ( ADHD ) is a costly public health problem.
ADHD,OBJECTIVE: Patterns of psychiatric comorbidity were assessed in adults with and without Attention Deficit Hyperactivity Disorder  identified through a genetic study of families containing multiple children with ADHD .,OBJECTIVE: Patterns of psychiatric comorbidity were assessed in adults with and without Attention Deficit Hyperactivity Disorder ( ADHD ) identified through a genetic study of families containing multiple children with ADHD .,OBJECTIVE: Patterns of psychiatric comorbidity were assessed in adults with and without Attention Deficit Hyperactivity Disorder ( ADHD ) identified through a genetic study of families containing multiple children with ADHD .
ADHD,OBJECTIVE: The majority of published reports on twin studies of Attention Deficit Hyperactivity Disorder  have indicated robust additive genetic influences and unique environmental influences.,OBJECTIVE: The majority of published reports on twin studies of Attention Deficit Hyperactivity Disorder ( ADHD ) have indicated robust additive genetic influences and unique environmental influences.,OBJECTIVE: The majority of published reports on twin studies of Attention Deficit Hyperactivity Disorder ( ADHD ) have indicated robust additive genetic influences and unique environmental influences.
ADHD,"OBJECTIVE: The study compared the neural bases of two cognitive control operations, interference suppression and response inhibition, between children with and children without Attention Deficit Hyperactivity Disorder .","OBJECTIVE: The study compared the neural bases of two cognitive control operations, interference suppression and response inhibition, between children with and children without Attention Deficit Hyperactivity Disorder ( ADHD ).","OBJECTIVE: The study compared the neural bases of two cognitive control operations, interference suppression and response inhibition, between children with and children without Attention Deficit Hyperactivity Disorder ( ADHD )."
ADHD,Hyperkinetic disorder or Attention Deficit Hyperactivity Disorder  is a developmental syndrome that affects approximately 7% of children and can sustain into adulthood.,Hyperkinetic disorder or Attention Deficit Hyperactivity Disorder ( ADHD ) is a developmental syndrome that affects approximately 7% of children and can sustain into adulthood.,Hyperkinetic disorder or Attention Deficit Hyperactivity Disorder ( ADHD ) is a developmental syndrome that affects approximately 7% of children and can sustain into adulthood.
ADHD,In people under 59 years of age Attention Deficit Hyperactivity Disorder  was the most frequent indication (55%).,In people under 59 years of age Attention Deficit Hyperactivity Disorder ( ADHD ) was the most frequent indication (55%).,In people under 59 years of age Attention Deficit Hyperactivity Disorder ( ADHD ) was the most frequent indication (55%).
ADHD,"Attention Deficit Hyperactivity Disorder  is a neurodevelopmental disorder characterized by concentration problems, hyperactivity and impulsivity.","Attention Deficit Hyperactivity Disorder ( ADHD ) is a neurodevelopmental disorder characterized by concentration problems, hyperactivity and impulsivity.","Attention Deficit Hyperactivity Disorder ( ADHD ) is a neurodevelopmental disorder characterized by concentration problems, hyperactivity and impulsivity."
ADL,Functional status was measured as Activities of Daily Living  and instrumental ADL (I ADL ).,Functional status was measured as Activities of Daily Living ( ADL ) and instrumental ADL (I ADL ).,Functional status was measured as Activities of Daily Living ( ADL ) and instrumental ADL (I ADL ).
ADL,"The UPDRS Activities of Daily Living  and motor scores as well as the PDQ-39 total, mobility, ADL , emotional well-being, stigma, and bodily discomfort scores were significantly improved at 12 months compared with baseline scores; the UPDRS ADL and motor scores as well as the PDQ-39 total, mobility, ADL , stigma, and bodily discomfort scores were significantly improved at the longest follow-up examination compared with baseline scores.","The UPDRS Activities of Daily Living ( ADL ) and motor scores as well as the PDQ-39 total, mobility, ADL , emotional well-being, stigma, and bodily discomfort scores were significantly improved at 12 months compared with baseline scores; the UPDRS ADL and motor scores as well as the PDQ-39 total, mobility, ADL , stigma, and bodily discomfort scores were significantly improved at the longest follow-up examination compared with baseline scores.","The UPDRS Activities of Daily Living ( ADL ) and motor scores as well as the PDQ-39 total, mobility, ADL , emotional well-being, stigma, and bodily discomfort scores were significantly improved at 12 months compared with baseline scores; the UPDRS ADL and motor scores as well as the PDQ-39 total, mobility, ADL , stigma, and bodily discomfort scores were significantly improved at the longest follow-up examination compared with baseline scores."
